2.123292642861915325e-01,2.149398934040277209e-01,2.144515277393073682e-01,2.127187460661943974e-01,2.122696138759986861e-01
2.336855455579163188e-01,2.325627138696798601e-01,2.329463744074221909e-01,2.331885019906435597e-01,2.242607797006352655e-01
2.105197226846952929e-01,2.176159162519696877e-01,2.112330068246451864e-01,2.179431419566075223e-01,2.186220297162474457e-01
1.285340652021517427e-01,1.286204333124994492e-01,1.288540970659834695e-01,1.285702927353758462e-01,1.288938016575047196e-01
2.183330722603120111e-01,2.183068946881242534e-01,2.183939413563034393e-01,2.183753181144065525e-01,2.183243945228937888e-01
2.243528885280367813e-01,2.254845131806563485e-01,2.290895509771441185e-01,2.262568120609975419e-01,2.289563192975658523e-01
1.979324920335774896e-01,1.980156362830420569e-01,1.979460818479975848e-01,1.979732816751328395e-01,1.979911591243072588e-01
1.875523811781685812e-01,1.875195889188148168e-01,1.875655727878783596e-01,1.874678379981847276e-01,1.873765282598143789e-01
1.106036944232475366e-01,1.108936850925246187e-01,1.104104830476814181e-01,1.109498009380594091e-01,1.108598744263294272e-01
1.853179696981090974e-01,1.853154414025350860e-01,1.852900907510723338e-01,1.851185836501625381e-01,1.852989368647897928e-01
9.277455443106140398e-02,9.280541875140405073e-02,9.276983559659114642e-02,9.276981303054693262e-02,9.277598166880922370e-02
2.079611690491975362e-01,2.079341929926947219e-01,2.079540602308034003e-01,2.079426338146173614e-01,2.079640671751731285e-01
2.476778211319327350e-01,2.472255854551599352e-01,2.468738598201820067e-01,2.477118719707927241e-01,2.470561992971465615e-01
7.990711541983330779e-02,8.002160172803304827e-02,7.997908905929664025e-02,8.006526414358146326e-02,7.991256110126952750e-02
1.791233864159468003e-01,1.798763862977650618e-01,1.765722062462371789e-01,1.761912023382138648e-01,1.775881103680494733e-01
1.726419114352329975e-01,1.726623198480841392e-01,1.726226253618662332e-01,1.726204773374023782e-01,1.726215677876093701e-01
1.000231512977119291e-01,1.000175939929465602e-01,1.000203291030164754e-01,1.000275186118602944e-01,1.000189418289605114e-01
2.185718063112106757e-01,2.183512117187747514e-01,2.184105453331459945e-01,2.184733300152981728e-01,2.184384247696369019e-01
7.690480261456829336e-02,7.689468187596532056e-02,7.689319366008351420e-02,7.689544378915876000e-02,7.689912845729836299e-02
1.760775961485263330e-01,1.761681555138685795e-01,1.761071456011656100e-01,1.761159143098482149e-01,1.764311077189554544e-01
2.797186340504388413e-01,2.796888827427388979e-01,2.798504777481845562e-01,2.797167772570676725e-01,2.798343310005489970e-01
2.506003437418328761e-01,2.508206153910635394e-01,2.508309103355950698e-01,2.508603106796223892e-01,2.505988129259528741e-01
2.797110345294859246e-01,2.797793906991052348e-01,2.799405524046109095e-01,2.797244590486426818e-01,2.798769723002833554e-01
8.346819049275945590e-02,8.344299584059873542e-02,8.349865572883022335e-02,8.351536654071294030e-02,8.350996861394630044e-02
1.100363151473005424e-01,1.101112575095651719e-01,1.100542643250619484e-01,1.102040096680741432e-01,1.101215252841309250e-01
1.098809809775639912e-01,1.101157802579489919e-01,1.098828746435603632e-01,1.100108549533935637e-01,1.099339123122286960e-01
2.067899015227910031e-01,2.067939630036648990e-01,2.068290889558161427e-01,2.067987041335611897e-01,2.067936390916380318e-01
2.277300945490788042e-01,2.278426144711570567e-01,2.277548216697119765e-01,2.278422611127246533e-01,2.277296256507573835e-01
2.085292288236542391e-01,2.084961235926570400e-01,2.135303128550149199e-01,2.085218011386526515e-01,2.135324444998181193e-01
1.950081966511532372e-01,1.946581010548120161e-01,1.946693357525135226e-01,1.969638969246533533e-01,1.969219987826119900e-01
1.053024490411273301e-01,1.021920381525365518e-01,1.021978953171320953e-01,1.021883905857444985e-01,1.021831277550583894e-01
2.384298288266118171e-01,2.383635682595302563e-01,2.384045898253433216e-01,2.384498269405678217e-01,2.384026324469610547e-01
1.051890891637810438e-01,1.051829071838367852e-01,1.051854486977013697e-01,1.051900715137151221e-01,1.051601045364809750e-01
2.661170616023640356e-01,2.661318532163000627e-01,2.661221425067400448e-01,2.661176214749031432e-01,2.661309510165062453e-01
2.012390358745980989e-01,2.012362031400984075e-01,2.012298145652150760e-01,2.012187939643010348e-01,2.012071256725148083e-01
9.826612468116746602e-02,9.826245626007845679e-02,9.827302696462411613e-02,9.827415253230772918e-02,9.825895518600923084e-02
2.289112603060245721e-01,2.289154452325524447e-01,2.289200821053256063e-01,2.288787519811297799e-01,2.288991330488469311e-01
2.994729512030475660e-01,2.994812432838591110e-01,2.994750074868145484e-01,2.994975830378637238e-01,2.994904614038231827e-01
1.964073321026715280e-01,1.964055028838583017e-01,1.964065417242903955e-01,1.964059643734287486e-01,1.964077085999771100e-01
2.745666081556445981e-01,2.745729580418242999e-01,2.745809779800646999e-01,2.745723304157315359e-01,2.745738316628962283e-01
2.416174289205597625e-01,2.416035310937169056e-01,2.416053579015728647e-01,2.416453027198652292e-01,2.416290595357837578e-01
1.414183576389299868e-01,1.414151554612275707e-01,1.414166561742413453e-01,1.414189021226642806e-01,1.414217141709489534e-01
1.777343410152268377e-01,1.777362990497728390e-01,1.777323728979533779e-01,1.777397300004885383e-01,1.777324762942949499e-01
