1.128665387736054876e-01,1.128679824812688359e-01,1.128436258532172082e-01,1.128456483969186575e-01,1.128422493745309396e-01
3.906454190852731018e-02,3.905215061252461511e-02,3.906468749526584294e-02,3.909058625852242230e-02,3.907762831715230062e-02
4.261829369545547946e-02,4.261611101691652886e-02,4.263835450548685707e-02,4.262018235179173414e-02,4.261823950117284154e-02
1.442981575952605455e-01,1.440646054652935382e-01,1.442998451173847230e-01,1.440915660899798612e-01,1.443000651062091300e-01
2.011425442907862626e-01,2.011350373297500493e-01,2.011742306450207407e-01,2.011708046860113397e-01,2.011415792366210709e-01
2.556737460342708990e-01,2.553601077771084360e-01,2.556096177421482429e-01,2.581482158765002199e-01,2.558940695979353142e-01
1.255393078223234204e-01,1.149836322396476096e-01,1.149818618998467989e-01,1.149814140872856549e-01,1.150533528841490155e-01
2.092950617167285421e-01,2.092317237510850358e-01,2.091055926901657092e-01,2.092591158355654735e-01,2.092369672294485672e-01
7.133095738070777125e-02,7.132972133339549048e-02,7.132943282870325696e-02,7.133738015636902075e-02,7.132848324124409223e-02
1.680415843494781070e-01,1.680913097153706459e-01,1.680332818753304258e-01,1.679507147849194360e-01,1.680801491993671737e-01
8.882019116229789013e-02,8.898005718130756747e-02,8.888265052353853946e-02,8.892482028045979592e-02,8.917741018159706934e-02
5.735488485407316817e-02,5.714542010864073068e-02,5.732574385159035918e-02,5.750589309624611067e-02,5.728328041063299875e-02
2.580265257070011864e-01,2.581920636163095861e-01,2.579355302163137686e-01,2.584238659349497036e-01,2.576213495126451480e-01
8.594640570198947005e-02,8.593442534145899481e-02,8.594731157431088897e-02,8.594196433984882533e-02,8.593410352190940238e-02
2.005821609500187952e-01,2.007121853442080106e-01,1.995579898200185720e-01,1.986066533960026692e-01,1.998373657005605153e-01
1.836299912997403638e-01,1.836467803585737080e-01,1.836571609604107369e-01,1.836748878256357631e-01,1.835433949230320938e-01
9.048023146187623988e-02,9.049279084590348965e-02,9.048258398602262997e-02,9.049845247245005830e-02,9.049872069382751405e-02
1.148140293219913899e-01,1.148066010399627912e-01,1.148105702858655958e-01,1.148305379132973369e-01,1.148273846284444677e-01
8.098270125539477893e-02,8.097201872405900003e-02,8.098348265670431145e-02,8.097854374901247709e-02,8.097712814899703238e-02
1.905845891659047886e-01,1.906670786908143955e-01,1.906178870727503749e-01,1.905837903482406337e-01,1.906814191432729400e-01
2.788959084029019042e-01,2.778180722895489674e-01,2.777153826914169343e-01,2.776386722231551363e-01,2.789094970280983077e-01
2.562564616364172987e-01,2.561962192304931829e-01,2.562087493859764864e-01,2.562947556814830219e-01,2.562150145758819164e-01
2.777482639509797346e-01,2.777534676966089133e-01,2.789074037167893483e-01,2.778167948317822877e-01,2.777509890523549574e-01
7.355506940175411679e-02,7.366292308925127819e-02,7.355232395211809548e-02,7.355735938878875391e-02,7.355525906213743192e-02
1.326615934866562652e-01,1.328276306326056366e-01,1.351659051528026900e-01,1.350394341159410205e-01,1.326729914446876935e-01
1.327938687363290904e-01,1.328593208578267848e-01,1.327430464715793623e-01,1.327533957373150109e-01,1.327461317763909687e-01
2.338514359977266199e-01,2.338851417947530320e-01,2.338511001940680456e-01,2.339219497645485812e-01,2.340405156820946075e-01
1.208971514514921852e-01,1.208960824082758040e-01,1.208882202925891658e-01,1.209044384958217477e-01,1.211101025913551010e-01
5.378818309932097835e-02,5.359300214933008372e-02,5.368351358679072233e-02,5.364079244711351946e-02,5.359482875659924567e-02
2.176843138232389119e-01,2.186388448625604664e-01,2.187134262530928963e-01,2.197373024566238731e-01,2.183595525925123848e-01
1.172095189122358133e-01,1.172094308790503914e-01,1.180865956988318560e-01,1.172090460018914426e-01,1.180934230349502262e-01
2.611995184647415424e-01,2.611753787588565467e-01,2.611520807767221952e-01,2.610009315613638914e-01,2.611939151371711065e-01
8.338818290174176973e-02,8.335639308879888576e-02,8.337284811871911727e-02,8.336133472466673855e-02,8.336590151565388684e-02
2.701359056470467035e-01,2.701317388252609253e-01,2.701301301810932198e-01,2.701433982388422583e-01,2.701296845991099094e-01
1.394392219752909889e-01,1.394404481108199589e-01,1.394360250232270226e-01,1.394350347074495011e-01,1.394332804609067222e-01
1.376487028990590056e-01,1.376508892570560971e-01,1.376461530615328555e-01,1.376431446906526690e-01,1.376460758131793916e-01
2.555898817338724816e-01,2.556054508900670874e-01,2.555884491864554575e-01,2.556451391731341394e-01,2.555805010254786902e-01
3.046267859698381653e-01,3.031359523564765013e-01,3.046826374758914713e-01,3.031251168873633217e-01,3.035557227621747955e-01
2.415996639095322196e-01,2.416007061671601175e-01,2.415999231586204166e-01,2.415987284384532863e-01,2.416005183650500876e-01
2.874076908902925553e-01,2.874774094290176163e-01,2.874126527697282163e-01,2.874034870877293368e-01,2.874269456114428856e-01
2.659649164994748460e-01,2.660181269776454305e-01,2.659841508176752356e-01,2.660114452092268711e-01,2.659598231992792994e-01
1.575599500096620253e-01,1.575603762982465683e-01,1.575609288486537474e-01,1.575617124620327381e-01,1.575612774792402582e-01
1.933730825095955341e-01,1.933889670832065477e-01,1.933885404235571592e-01,1.933667335909196872e-01,1.933854651681856107e-01
