# Starting from 20, size increases by 10 every 5 rows. Columns are time, distortion, stress
6.193857901962473989e-02,8.499040882757581683e-02,3.301088302739969577e-03
5.696359899593517184e-02,8.498996198448985351e-02,3.301058048595397615e-03
2.103975550271570683e-01,8.462152409622090976e-02,3.283690537902358639e-03
5.620613397331908345e-02,8.499224067766747437e-02,3.301239335237670172e-03
4.418501904001459479e-02,8.498825907748211450e-02,3.300934280746535988e-03
8.990036899922415614e-02,9.709390819539620576e-02,4.475672043810723262e-03
9.280457498971372843e-02,9.709580177086488129e-02,4.475838629467893820e-03
8.426133700413629413e-02,9.709482949447026390e-02,4.475794722917994517e-03
9.802208200562745333e-02,9.709208593984010316e-02,4.475539051649432727e-03
7.586052600527182221e-02,9.709749203235952530e-02,4.475998084641579465e-03
1.567379180341959000e-01,5.715428482466200499e-02,1.558543215656028316e-03
2.365609770058654249e-01,5.715020307644482628e-02,1.560676274246102814e-03
1.989454890135675669e-01,5.718228212387074100e-02,1.560545581080982364e-03
1.979027309571392834e-01,5.715552217656928030e-02,1.558443365967426570e-03
1.160391260054893792e-01,5.715269867315252161e-02,1.558288985097406546e-03
2.912610030034556985e-01,3.163295313182690888e-02,4.854488377864586745e-04
4.898865880095399916e-01,3.183970964407168563e-02,5.065950980140548638e-04
3.933857110096141696e-01,3.173147812005094187e-02,4.932201128531122150e-04
2.963714789948426187e-01,3.171372695082156495e-02,4.957356202984432216e-04
3.913048930116929114e-01,3.166443021738508945e-02,4.879197045844096037e-04
4.361534479539841413e-01,6.064768456098296179e-02,1.833965921263083299e-03
4.192045129602774978e-01,6.064911177336355930e-02,1.833677613813386323e-03
4.146562269888818264e-01,6.089271128595089705e-02,1.897649876165780286e-03
3.138298140256665647e-01,6.071952391100145230e-02,1.844139022466823388e-03
2.873801119858399034e-01,6.070611188386466905e-02,1.838568527797307004e-03
4.903133239713497460e-01,8.276126945468086082e-02,3.419714422984208337e-03
4.161148820421658456e-01,8.286775172628867148e-02,3.459752337114093551e-03
5.030934649985283613e-01,8.270146778529625931e-02,3.413625203380903691e-03
5.183422139962203801e-01,8.274679448196237130e-02,3.425304434207304335e-03
5.147982509806752205e-01,8.268012164380922346e-02,3.413374312532998448e-03
6.144946070271544158e-01,5.253075350155804457e-02,1.620333680852935072e-03
6.490026619867421687e-01,5.183827501757384132e-02,1.382440457187928328e-03
5.755067280260846019e-01,5.150759494914030484e-02,1.313565348076131114e-03
5.814632769906893373e-01,5.178980895936982631e-02,1.364115896265038260e-03
6.216222279472276568e-01,5.394750726097792548e-02,4.482905592947769580e-03
6.571563239558599889e-01,5.974162296249660442e-02,2.269407051912522219e-03
9.624036019667983055e-01,6.140711535026589785e-02,4.235249209845648628e-03
7.629665820277296007e-01,5.857368937653879143e-02,1.753552693189613368e-03
1.054942316957749426e+00,6.049638951935610437e-02,3.480333309208679879e-03
8.211245650309138000e-01,5.806237437686224967e-02,1.666764499966602890e-03
9.784314630087465048e-01,6.363492058618486213e-02,2.050209822591666110e-03
9.809612540411762893e-01,6.417959929380244455e-02,2.192916742241022166e-03
6.241561300121247768e-01,6.521117067322222682e-02,2.521351507033019971e-03
7.290865920367650688e-01,6.434734507033926243e-02,2.256259064041294445e-03
1.179165358014870435e+00,6.365939730449975131e-02,2.055227630845704416e-03
1.088937952998094261e+00,3.642843039585802467e-02,6.804405163649798922e-04
1.648062301042955369e+00,3.651303386441495658e-02,6.894316755422292588e-04
1.006899073021486402e+00,3.671990241591416987e-02,7.281144232596688248e-04
1.234057703986763954e+00,3.760246103212792207e-02,1.028930294476129411e-03
1.543437642976641655e+00,3.633220843117232479e-02,6.667079483520738439e-04
2.093673360010143369e+00,7.077050375648626102e-02,2.869060707034011733e-03
1.413788069039583206e+00,6.927225024344529913e-02,2.438576549602611710e-03
1.775980973965488374e+00,6.931571956100783527e-02,2.445848291817319040e-03
1.108615080011077225e+00,6.945215391219326795e-02,2.474221729924488446e-03
1.771274750004522502e+00,6.935684085609507277e-02,2.450370404410161067e-03
1.728081870998721570e+00,1.754591010733834097e-02,2.314263208732168754e-04
1.586336338019464165e+00,1.684270569973534554e-02,1.833690525969766184e-04
1.616533667955081910e+00,1.937850696097432115e-02,2.679447599889672391e-03
1.508362395979929715e+00,1.690257869725158776e-02,1.547202838648915088e-04
1.538513985986355692e+00,1.665294339250318612e-02,1.434561102979614957e-04
1.927950816054362804e+00,4.275473177049272239e-02,1.184597437369380420e-03
2.197903891967143863e+00,4.490049802078431573e-02,2.131502896391378622e-03
1.863199603976681828e+00,4.215214231784888271e-02,1.143746244579393802e-03
1.915896138991229236e+00,4.372442750017511981e-02,1.559241116221569533e-03
1.467294792993925512e+00,4.400454029293968811e-02,2.512496129481826650e-03
