0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
1,2
1,19
1,26
1,27
1,28
1,29
1,30
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
2,20
2,21
2,22
2,23
2,24
2,25
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,31
3,32
3,33
3,34
3,35
3,41
3,42
3,43
3,44
3,45
4,5
4,6
4,9
4,14
4,15
4,19
4,21
4,26
4,27
4,31
4,32
4,36
4,37
4,38
4,41
4,46
4,47
5,7
5,10
5,17
5,18
5,19
5,22
5,29
5,30
5,31
5,34
5,38
5,39
5,40
5,44
5,47
5,49
6,8
6,11
6,16
6,18
6,19
6,23
6,28
6,30
6,32
6,35
6,37
6,39
6,40
6,45
6,46
6,50
7,8
7,12
7,14
7,16
7,19
7,24
7,26
7,28
7,33
7,34
7,36
7,37
7,39
7,42
7,48
7,49
8,13
8,15
8,17
8,19
8,25
8,27
8,29
8,33
8,35
8,36
8,38
8,40
8,43
8,48
8,50
9,12
9,13
9,16
9,17
9,20
9,22
9,23
9,26
9,27
9,30
9,33
9,37
9,38
9,44
9,45
9,48
10,11
10,13
10,15
10,16
10,20
10,21
10,24
10,26
10,29
10,30
10,35
10,38
10,39
10,41
10,42
10,50
11,12
11,14
11,17
11,20
11,21
11,25
11,27
11,28
11,30
11,34
11,37
11,40
11,41
11,43
11,49
12,15
12,18
12,20
12,22
12,25
12,26
12,28
12,29
12,32
12,36
12,39
12,43
12,44
12,46
13,14
13,18
13,20
13,23
13,24
13,27
13,28
13,29
13,31
13,36
13,40
13,42
13,45
13,47
14,21
14,22
14,24
14,26
14,32
14,33
14,40
14,43
14,45
14,47
14,49
14,50
15,21
15,23
15,25
15,27
15,31
15,33
15,39
15,42
15,44
15,46
15,49
15,50
16,23
16,24
16,25
16,28
16,32
16,34
16,38
16,41
16,44
16,47
16,48
16,50
17,22
17,24
17,25
17,29
17,31
17,35
17,37
17,41
17,45
17,46
17,48
17,49
18,21
18,22
18,23
18,30
18,34
18,35
18,36
18,42
18,43
18,46
18,47
18,48
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
19,30
20,36
20,37
20,38
20,39
20,40
20,46
20,47
20,48
20,49
20,50
21,24
21,25
21,28
21,29
21,33
21,37
21,38
21,44
21,45
21,48
22,23
22,25
22,27
22,28
22,35
22,38
22,39
22,41
22,42
22,50
23,24
23,26
23,29
23,34
23,37
23,40
23,41
23,43
23,49
24,27
24,30
24,32
24,36
24,39
24,43
24,44
24,46
25,26
25,30
25,31
25,36
25,40
25,42
25,45
25,47
26,31
26,34
26,35
26,40
26,43
26,45
26,46
26,48
27,32
27,34
27,35
27,39
27,42
27,44
27,47
27,48
28,31
28,33
28,35
28,38
28,41
28,44
28,46
28,49
29,32
29,33
29,34
29,37
29,41
29,45
29,47
29,50
30,31
30,32
30,33
30,36
30,42
30,43
30,49
30,50
31,32
31,34
31,37
31,39
31,43
31,48
31,50
32,35
32,38
32,40
32,42
32,48
32,49
33,34
33,35
33,39
33,40
33,41
33,46
33,47
34,36
34,38
34,45
34,46
34,50
35,36
35,37
35,44
35,47
35,49
36,41
36,44
36,45
36,49
36,50
37,42
37,43
37,44
37,47
37,50
38,42
38,43
38,45
38,46
38,49
39,41
39,43
39,45
39,47
39,48
40,41
40,42
40,44
40,46
40,48
41,42
41,43
41,48
42,45
42,46
43,44
43,47
44,45
44,50
45,49
46,47
46,50
47,49
48,49
48,50
