Author 1,Author 2,# Joint Publications,# Joint Citations,First Year,Last Year,Identifier,Author 1 X,Author 1 Y,Author 2 X,Author 2 Y,Author 1 Latitude,Author 1 Longitude,Author 2 Latitude,Author 2 Longitude
Costantini M,Paparo G,2,107,1994,1995,Costantini MPaparo G,-437.33,182,-425.4,184.18,,,,
Costantini M,Petri A,2,107,1994,1995,Costantini MPetri A,-437.33,182,-436.28,193.97,,,,
Costantini M,Vespignani A,2,107,1994,1995,Costantini MVespignani A,-437.33,182,-351.24,84.48,,,39.1745,-86.5183
Paparo G,Petri A,2,107,1994,1995,Paparo GPetri A,-425.4,184.18,-436.28,193.97,,,,
Paparo G,Vespignani A,2,107,1994,1995,Paparo GVespignani A,-425.4,184.18,-351.24,84.48,,,39.1745,-86.5183
Petri A,Vespignani A,2,107,1994,1995,Petri AVespignani A,-436.28,193.97,-351.24,84.48,,,39.1745,-86.5183
Kaufman H,Mandelbrot Bb,3,54,1995,1995,Kaufman HMandelbrot Bb,-482.95,134.68,-482.09,122.3,41.2999,-73.7924,41.2999,-73.7924
Kaufman H,Vespignani A,3,54,1995,1995,Kaufman HVespignani A,-482.95,134.68,-351.24,84.48,41.2999,-73.7924,39.1745,-86.5183
Kaufman H,Woog L,1,16,1995,1995,Kaufman HWoog L,-482.95,134.68,-467.26,114.61,41.2999,-73.7924,,
Mandelbrot Bb,Vespignani A,3,54,1995,1995,Mandelbrot BbVespignani A,-482.09,122.3,-351.24,84.48,41.2999,-73.7924,39.1745,-86.5183
Mandelbrot Bb,Woog L,1,16,1995,1995,Mandelbrot BbWoog L,-482.09,122.3,-467.26,114.61,41.2999,-73.7924,,
Vespignani A,Woog L,1,16,1995,1995,Vespignani AWoog L,-351.24,84.48,-467.26,114.61,39.1745,-86.5183,,
Pietronero L,Ruiz I,1,0,1995,1995,Pietronero LRuiz I,-419.35,46.08,-442.38,48.95,42.3471,-71.1027,,
Pietronero L,Zaratti F,1,0,1995,1995,Pietronero LZaratti F,-419.35,46.08,-451.12,51.53,42.3471,-71.1027,,
Ruiz I,Vespignani A,1,0,1995,1995,Ruiz IVespignani A,-442.38,48.95,-351.24,84.48,,,39.1745,-86.5183
Ruiz I,Zaratti F,1,0,1995,1995,Ruiz IZaratti F,-442.38,48.95,-451.12,51.53,,,,
Vespignani A,Zaratti F,1,0,1995,1995,Vespignani AZaratti F,-351.24,84.48,-451.12,51.53,39.1745,-86.5183,,
Erzan A,Pietronero L,1,85,1995,1995,Erzan APietronero L,-262.39,-58.62,-419.35,46.08,,,42.3471,-71.1027
Caldarelli G,Pietronero L,1,1,1995,1995,Caldarelli GPietronero L,-283.13,-58.58,-419.35,46.08,41.3082,-72.9282,42.3471,-71.1027
Kaufman H,Lam Ch,1,20,1995,1995,Kaufman HLam Ch,-482.95,134.68,-470.84,142.9,41.2999,-73.7924,,
Kaufman H,Yekutieli I,1,20,1995,1995,Kaufman HYekutieli I,-482.95,134.68,-467.49,132.05,41.2999,-73.7924,,
Lam Ch,Mandelbrot Bb,1,20,1995,1995,Lam ChMandelbrot Bb,-470.84,142.9,-482.09,122.3,,,41.2999,-73.7924
Lam Ch,Vespignani A,1,20,1995,1995,Lam ChVespignani A,-470.84,142.9,-351.24,84.48,,,39.1745,-86.5183
Lam Ch,Yekutieli I,1,20,1995,1995,Lam ChYekutieli I,-470.84,142.9,-467.49,132.05,,,,
Mandelbrot Bb,Yekutieli I,1,20,1995,1995,Mandelbrot BbYekutieli I,-482.09,122.3,-467.49,132.05,41.2999,-73.7924,,
Vespignani A,Yekutieli I,1,20,1995,1995,Vespignani AYekutieli I,-351.24,84.48,-467.49,132.05,39.1745,-86.5183,,
Cafiero R,Loreto V,1,18,1995,1995,Cafiero RLoreto V,-398.46,137.55,-389.78,127.42,,,42.3471,-71.1027
Caldarelli G,Castellano C,1,20,1994,1994,Caldarelli GCastellano C,-283.13,-58.58,-393.79,-14.37,41.3082,-72.9282,,
Distasio M,Pietronero L,1,2,1994,1994,Distasio MPietronero L,-429.96,77.9,-419.35,46.08,,,42.3471,-71.1027
Distasio M,Stella A,1,2,1994,1994,Distasio MStella A,-429.96,77.9,-429.12,68.7,,,,
Distasio M,Vespignani A,1,2,1994,1994,Distasio MVespignani A,-429.96,77.9,-351.24,84.48,,,39.1745,-86.5183
Pietronero L,Stella A,1,2,1994,1994,Pietronero LStella A,-419.35,46.08,-429.12,68.7,42.3471,-71.1027,,
Stella A,Vespignani A,1,2,1994,1994,Stella AVespignani A,-429.12,68.7,-351.24,84.48,,,39.1745,-86.5183
Sidoretti S,Vespignani A,1,1,1992,1992,Sidoretti SVespignani A,-397.64,104.1,-351.24,84.48,,,39.1745,-86.5183
Deangelis R,Marsili M,1,13,1991,1991,Deangelis RMarsili M,-456.13,24.96,-440.04,7.65,,,,
Deangelis R,Pietronero L,1,13,1991,1991,Deangelis RPietronero L,-456.13,24.96,-419.35,46.08,,,42.3471,-71.1027
Deangelis R,Vespignani A,1,13,1991,1991,Deangelis RVespignani A,-456.13,24.96,-351.24,84.48,,,39.1745,-86.5183
Deangelis R,Wiesmann Hj,1,13,1991,1991,Deangelis RWiesmann Hj,-456.13,24.96,-446.15,22.45,,,,
Marsili M,Pietronero L,1,13,1991,1991,Marsili MPietronero L,-440.04,7.65,-419.35,46.08,,,42.3471,-71.1027
Marsili M,Wiesmann Hj,1,13,1991,1991,Marsili MWiesmann Hj,-440.04,7.65,-446.15,22.45,,,,
Pietronero L,Wiesmann Hj,1,13,1991,1991,Pietronero LWiesmann Hj,-419.35,46.08,-446.15,22.45,42.3471,-71.1027,,
Vespignani A,Wiesmann Hj,1,13,1991,1991,Vespignani AWiesmann Hj,-351.24,84.48,-446.15,22.45,39.1745,-86.5183,,
Kanfer Am,Pattison P,1,4,2000,2000,Kanfer AmPattison P,424.17,402.1,417.02,395.28,,,40.111,-88.2407
Kanfer Am,Robins G,1,4,2000,2000,Kanfer AmRobins G,424.17,402.1,416.19,408.38,,,,
Kanfer Am,Wasserman S,1,4,2000,2000,Kanfer AmWasserman S,424.17,402.1,381.6,397.7,,,41.8119,-87.6873
Pattison P,Robins G,2,30,1999,2000,Pattison PRobins G,417.02,395.28,416.19,408.38,40.111,-88.2407,,
Pattison P,Wasserman S,5,163,1995,2000,Pattison PWasserman S,417.02,395.28,381.6,397.7,40.111,-88.2407,41.8119,-87.6873
Robins G,Wasserman S,2,30,1999,2000,Robins GWasserman S,416.19,408.38,381.6,397.7,,,41.8119,-87.6873
Anderson Cj,Crouch B,1,32,1999,1999,Anderson CjCrouch B,347.89,383.97,357.13,376.63,40.111,-88.2407,40.111,-88.2407
Anderson Cj,Wasserman S,5,45,1992,1999,Anderson CjWasserman S,347.89,383.97,381.6,397.7,40.111,-88.2407,41.8119,-87.6873
Crouch B,Wasserman S,1,32,1999,1999,Crouch BWasserman S,357.13,376.63,381.6,397.7,40.111,-88.2407,41.8119,-87.6873
Faust K,Wasserman S,4,24,1990,1993,Faust KWasserman S,343.96,399.25,381.6,397.7,41.8119,-87.6873,41.8119,-87.6873
Galaskiewicz J,Wasserman S,7,203,1981,1993,Galaskiewicz JWasserman S,343.78,420.73,381.6,397.7,40.111,-88.2407,41.8119,-87.6873
Walker Me,Wasserman S,1,16,1993,1993,Walker MeWasserman S,384.93,364,381.6,397.7,,,41.8119,-87.6873
Walker Me,Wellman B,1,16,1993,1993,Walker MeWellman B,384.93,364,392.96,366.42,,,,
Wasserman S,Wellman B,1,16,1993,1993,Wasserman SWellman B,381.6,397.7,392.96,366.42,41.8119,-87.6873,,
Anderson Cj,Faust K,1,9,1992,1992,Anderson CjFaust K,347.89,383.97,343.96,399.25,40.111,-88.2407,41.8119,-87.6873
Iacobucci D,Wasserman S,6,115,1986,1991,Iacobucci DWasserman S,376,377.06,381.6,397.7,42.0546,-87.6943,41.8119,-87.6873
Faust K,Galaskiewicz J,1,5,1990,1990,Faust KGalaskiewicz J,343.96,399.25,343.78,420.73,41.8119,-87.6873,40.111,-88.2407
Anderson C,Wasserman S,1,30,1987,1987,Anderson CWasserman S,388.35,420.24,381.6,397.7,,,41.8119,-87.6873
Wasserman S,Weaver So,1,18,1985,1985,Wasserman SWeaver So,381.6,397.7,397.87,383.09,41.8119,-87.6873,,
Bielefeld W,Galaskiewicz J,1,20,1985,1985,Bielefeld WGalaskiewicz J,357.77,426.74,343.78,420.73,,,40.111,-88.2407
Bielefeld W,Mullaney P,1,20,1985,1985,Bielefeld WMullaney P,357.77,426.74,347.07,435.28,,,,
Bielefeld W,Rauschenbach B,1,20,1985,1985,Bielefeld WRauschenbach B,357.77,426.74,359.55,437.83,,,,
Bielefeld W,Wasserman S,1,20,1985,1985,Bielefeld WWasserman S,357.77,426.74,381.6,397.7,,,41.8119,-87.6873
Galaskiewicz J,Mullaney P,1,20,1985,1985,Galaskiewicz JMullaney P,343.78,420.73,347.07,435.28,40.111,-88.2407,,
Galaskiewicz J,Rauschenbach B,1,20,1985,1985,Galaskiewicz JRauschenbach B,343.78,420.73,359.55,437.83,40.111,-88.2407,,
Mullaney P,Rauschenbach B,1,20,1985,1985,Mullaney PRauschenbach B,347.07,435.28,359.55,437.83,,,,
Mullaney P,Wasserman S,1,20,1985,1985,Mullaney PWasserman S,347.07,435.28,381.6,397.7,,,41.8119,-87.6873
Rauschenbach B,Wasserman S,1,20,1985,1985,Rauschenbach BWasserman S,359.55,437.83,381.6,397.7,,,41.8119,-87.6873
Fienberg Se,Meyer Mm,1,47,1985,1985,Fienberg SeMeyer Mm,432.54,351.4,452.29,339.33,43.0769,-89.4094,40.111,-88.2407
Fienberg Se,Wasserman Ss,1,47,1985,1985,Fienberg SeWasserman Ss,432.54,351.4,446.77,333.49,43.0769,-89.4094,40.111,-88.2407
Meyer Mm,Wasserman Ss,1,47,1985,1985,Meyer MmWasserman Ss,452.29,339.33,446.77,333.49,40.111,-88.2407,40.111,-88.2407
Fienberg Se,Wasserman S,1,5,1981,1981,Fienberg SeWasserman S,432.54,351.4,381.6,397.7,43.0769,-89.4094,41.8119,-87.6873
Runger G,Wasserman S,1,4,1980,1980,Runger GWasserman S,396.69,414.01,381.6,397.7,44.9806,-93.1771,41.8119,-87.6873
